MotID;Heiti;Stadur;Upphafsdagur;Lokadagur;LidID;EinstID;Lysing;Timastimpill;ByrjaTimi;EndaTimi;MinuturALeik;Stigaregla;Stada;MaxHrinur;TwitterTag
223;Piparköku- og Fjallalambsmót Fylkis 2012;Fylkishöll;2012-12-08 00:00:00.000;2012-12-08 00:00:00.000;1830;322;Tímamót með aðventukryddi;2012-09-27 09:42:39.053;1899-12-30 08:00:00.000;1899-12-30 16:00:00.000;40;"BLÍ       ";L;2;NULL
224;Blakmót Skauta 2013;;2013-04-05 00:00:00.000;2013-04-06 00:00:00.000;4167;3241;;2012-09-29 23:32:34.117;1899-12-30 08:00:00.000;1899-12-30 23:59:00.000;35;"BLÍ       ";L;2;NULL
225;20 ára afmælismót Blakdeildar Fylkis;Fylkishöll;2013-04-06 00:00:00.000;2013-04-06 00:00:00.000;1830;112;Næstsíðasta lag fyrir fréttir;2012-09-29 23:36:09.130;1899-12-30 08:05:00.000;1899-12-30 18:10:00.000;35;"BLÍ       ";L;2;NULL
226;Eikarmót 2013;Höllin Akureyri;2013-01-25 00:00:00.000;2013-01-26 00:00:00.000;1446;306;;2012-10-16 00:16:08.937;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;30;"BLÍ       ";L;2;NULL
227;Haustmót KA 2012;KA heimilið;2012-11-23 00:00:00.000;2012-11-24 00:00:00.000;1735;15;Árlegt haustmót KA;2012-10-18 23:49:46.860;1899-12-30 08:00:00.000;1899-12-30 23:30:00.000;35;"BLÍ       ";L;2;NULL
228;Siglómótið 2013;Siglufjörður;2013-02-23 00:00:00.000;2013-02-23 00:00:00.000;1867;1839;Hraðmót;2012-10-21 21:42:22.813;1899-12-30 08:00:00.000;1899-12-30 17:55:00.000;35;"BLÍ       ";L;2;NULL
229;Nýársmót Völsungs 2013;;2013-01-11 00:00:00.000;2013-01-12 00:00:00.000;1839;1065;;2012-11-09 19:37:36.580;1899-12-30 20:30:00.000;1899-12-30 20:00:00.000;35;"BLÍ       ";L;2;NULL
230;HKarlinn 2013;Kórnum, Kópavogi;2013-04-28 00:00:00.000;2013-04-30 00:00:00.000;691;395;Öldungamót BLÍ 2013;2013-01-17 14:38:19.817;1899-12-30 09:00:00.000;1899-12-30 21:00:00.000;45;"BLÍ       ";G;3;NULL
231;Bresamót 2013;Jaðarsbakkar;2013-03-02 00:00:00.000;2013-03-02 00:00:00.000;4157;3802;;2013-01-20 23:20:13.200;1899-12-30 09:00:00.000;1899-12-30 23:00:00.000;45;"BLÍ       ";L;3;NULL
232;Íslandsmót 2013-2014;Margir;2013-09-15 00:00:00.000;2014-04-27 00:00:00.000;1008;952;Mikasadeild;2013-07-05 12:59:44.727;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;45;"Ítalskt   ";L;5;
233;Bikarkeppni BLÍ 2014;Laugardalshöll;2013-11-22 00:00:00.000;2014-03-17 00:00:00.000;1008;952;;2013-07-05 13:00:30.153;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;90;"Ítalskt   ";G;5;NULL
234;Haustmót BLÍ;Frjálsíþróttahöll;2013-09-13 00:00:00.000;2013-09-14 00:00:00.000;1008;952;;2013-08-29 16:47:02.127;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;45;"BLÍ       ";L;3;NULL
235;Kjörísmót 2014;Iðu, Selfossi;2014-04-12 00:00:00.000;2014-04-12 00:00:00.000;1049;177;"Upphitun fyrir öldung - mikil keyrsla, blóm og ís. ";2013-08-30 09:21:36.480;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;40;"BLÍ       ";G;2;#Kjorismot2014
236;Haustmót HK 2013;Fagrilundur;2013-09-21 00:00:00.000;2013-09-21 00:00:00.000;691;1514;Hraðmót eins og þau gerast best!;2013-09-09 20:06:34.207;1899-12-30 08:30:00.000;1899-12-30 18:00:00.000;35;"BLÍ       ";L;2;NULL
237;HK Trimm 2014;Fagrilundur;2014-01-11 00:00:00.000;2014-01-12 00:00:00.000;691;1514;Hraðmót - 2 hrinur uppí 21;2013-09-09 20:07:42.583;1899-12-30 08:15:00.000;1899-12-30 18:00:00.000;35;"BLÍ       ";L;2;NULL
238;Stjörnumótið 2013;Ásgarður, Garðabæ;2013-10-19 00:00:00.000;2013-10-19 00:00:00.000;1021;202;;2013-09-09 20:11:35.267;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;40;"BLÍ       ";G;3;NULL
239;Fjallalambs(jóla)mót Fylkis 2013;Fylkishöll;2013-11-30 00:00:00.000;2013-11-30 00:00:00.000;1830;322;Tímamót með aðventukryddi;2013-09-19 09:15:36.423;1899-12-30 08:00:00.000;1899-12-30 18:00:00.000;40;"BLÍ       ";L;2;NULL
240;Októbermót Rima 2013;Dalvík;2013-10-18 00:00:00.000;2013-10-19 00:00:00.000;1459;1245;;2013-09-22 21:57:59.510;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;30;"BLÍ       ";L;2;NULL
241;Þorramót Aftureldingar 2014;;2014-02-22 00:00:00.000;2014-02-22 00:00:00.000;2455;692;;2013-09-23 17:42:36.077;1899-12-30 09:30:00.000;1899-12-30 17:00:00.000;40;"BLÍ       ";G;2;NULL
242;Haustmót KA 2013;KA-kofinn og Höllin;2013-11-22 00:00:00.000;2013-11-23 00:00:00.000;1735;2805;Trimmmót;2013-09-23 17:45:36.610;1899-12-30 08:00:00.000;1899-12-30 23:30:00.000;30;"BLÍ       ";G;2;NULL
243;Hraðmót Fylkis 2014;Fylkishöll;2014-04-05 00:00:00.000;2014-04-05 00:00:00.000;1830;322;;2013-10-02 11:12:48.060;1899-12-30 08:00:00.000;1899-12-30 18:00:00.000;35;"BLÍ       ";L;2;
244;Eikarmótið 2014;;2014-01-31 00:00:00.000;2014-02-01 00:00:00.000;1446;306;;2013-10-07 19:30:34.193;1899-12-30 08:00:00.000;1899-12-30 23:30:00.000;30;"BLÍ       ";G;2;NULL
245;Siglómótið 2014;Fjallabyggð;2014-02-21 00:00:00.000;2014-02-22 00:00:00.000;1867;1839;Hraðmót;2013-10-15 22:02:45.500;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;35;"BLÍ       ";L;2;NULL
246;Nýársmót Völsungs 2014;Íþróttahöllin Húsavík;2014-01-10 00:00:00.000;2014-01-11 00:00:00.000;1839;1065;;2013-10-15 22:05:40.060;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;30;"BLÍ       ";L;2;NULL
247;Blakmót Skauta 2014;Íþróttahöllin á Akureyri;2014-04-04 00:00:00.000;2014-04-05 00:00:00.000;4167;833;;2013-10-31 20:16:20.733;1899-12-30 08:00:00.000;1899-12-30 23:59:00.000;35;"BLÍ       ";L;2;NULL
248;Blakmót Bresa;Jaðarsbökkum;2014-03-22 00:00:00.000;2014-03-22 00:00:00.000;4157;1314;;2013-12-06 11:59:18.830;1899-12-30 08:30:00.000;1899-12-30 23:00:00.000;35;"BLÍ       ";L;2;
249;KAleikur 2014 (Öldungamót BLÍ);Akureyri;2014-05-01 00:00:00.000;2014-05-03 00:00:00.000;1735;767;39. Öldungamót BLÍ á Akureyri 2014;2014-01-22 00:08:19.327;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;45;"BLÍ       ";G;3;#kaleikur2014
250;Íslandsmót BLÍ 2014-2015;;2014-09-15 00:00:00.000;2015-05-15 00:00:00.000;1008;952;Mikasadeild;2014-07-16 12:21:23.257;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;45;"Ítalskt   ";U;5;
